en,msa,tn,eg,jo,pa,sy,prompt,response
"I hope we make peace with the train, and return his happiness but not on the account of the people and the poor ones who love him",اري  انه من اضرورى  الان  مصالحه  القطار على ونفسه . ولكن  لايجب  ان  نتعدى على  حقوق   جموع  الشعب من  محبيه .,نتمناو نصلحوا القطر على روحو و نرجعولو فرحتو و سعادتو اما موش على حساب الناس الزواولة اللي تحبو,ياريت نصالح القطر على نفسة ونعيد لية فرحتة وسعادتة بس مش على حساب الناس والغلابة اللى بتحبة,يا ريت نصالح القطار على حالو ونرجعلو فرحتو بس مش على حساب الناس المسكينة اللي بتحبو,يا ريت نصلح القطار  بس مش على حساب الفقرا الي بستخدموه,ياريت نصالح البلد على حالو ونرجع نعيد الو فرحتو وسعادته بس مو على حساب الناس الفقيرة الي بتحبو,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.اوصى بحسن المعامله و هذا الاصل من الممكن ان تكونى عرفتى عن جماعات مجنونه
Source: they couraged us for good treatement. ""You might have heard about stingy people
Translation: <|im_end|>
<|im_start|>assistant
يلزم حسن المعاملة وهذا الأصل على خاطر سمعتي تنجم تجي عند عباد ماترحمش<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.وأنا جئت اليوم إن شاء الله حتى أكمل جزء بسيط من الموضوع الذى بدأناه المرة السابقة وهو تقويم الأسنان .
Source: The day came so that I finish some of the topic that we started last time, which is the orthodontic
Translation: <|im_end|>
<|im_start|>assistant
و هاو جاء النهار اللي انشاء الله باش نكملوا جزء صغير من الموضوع اللي بديناه المرة اللي فاتت و هو تقويم الاسنان<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.اري  انه من اضرورى  الان  مصالحه  القطار على ونفسه . ولكن  لايجب  ان  نتعدى على  حقوق   جموع  الشعب من  محبيه .
Source: I hope we make peace with the train, and return his happiness but not on the account of the people and the poor ones who love him
Translation: <|im_end|>
",نأمل نشوفو السفر مع القطار ونجيبو سعدو لكن ما نغشاو على حبيب الشعب وبدون ميسورين.
The geniuses who will develop our world.,النوابغ من  سيطور  دنيانا .,النوابغ اللي باش يطورولنا دنيتنا,النوابغ اللى هيطورا دنيتنا,العباقرة رح يطورو الدنيا,النوابغ اللي بدهم يطوروا عالمنا,النوابغ الي رح يطورو دنيتنا,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.اشعر بالدفأ والطمأنينه .
Source: I'll be warm and calm
Translation: <|im_end|>
<|im_start|>assistant
الركشة ودفا<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.ستجدها اصبحت ممتلئه
Source: we will see that it has become filled
Translation: <|im_end|>
<|im_start|>assistant
باش نلقاوها مازالت معبية<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.النوابغ من  سيطور  دنيانا .
Source: The geniuses who will develop our world.
Translation: <|im_end|>
","
النوابغ من سيطور دنياانا"
oh sweet boys,يالا  الروعه .,ملا عسل يا لولاد,يا حلاوة يا اولاد ..,يا حلاوة يا ولاد,يا الله يا اولاد..,يا سلام يا ولاد,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.إرحمنا يا الله
Source: oh Allah, mercy us
Translation: <|im_end|>
<|im_start|>assistant
ارحمنا يا ربي<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.و يعتبروه إهانة
Source: And they consider it an insult
Translation: <|im_end|>
<|im_start|>assistant
يحسبوها إهانة و سبة<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.يالا  الروعه .
Source: oh sweet boys
Translation: <|im_end|>
","
يا شباب الروعة"
a thousand thanks seriously,صدقاً شكراً جزيلاً ..,ألف ألف ألف شكر بالحق ..,ألف ألف ألف شكر بجد ..,جد الف الف الف شكرا,شكرا شكراااا عن جد,ألف أألف ألف شكراً عنجد .....,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.لالالالالالا   أقصد ان نذاكر جمعياً .
Source: nonononononononononononon, I meant in order for all of us to study
Translation: <|im_end|>
<|im_start|>assistant
لالالالالالالالالالالالالالالالالالالالالا قصدى باش نراجعوا الكلنا<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.جميلة جداً
Source: ha very strong
Translation: <|im_end|>
<|im_start|>assistant
ههههه ما كش نورمال<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.صدقاً شكراً جزيلاً ..
Source: a thousand thanks seriously
Translation: <|im_end|>
","
شكرا جزيل"
would you dream with me? Alshayma' Hamed,تحلم معى الشيماء حامد,نحلم بشيماء حامد معايا,تحلم معايا الشيماء حامد,تحلم معي الشيماء حامد,شيماء حامد تحلم معايا,بتحلم معي الشيماء حامد,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.لماذا تحكمى باسوء
Source: When you order me in bad things
Translation: <|im_end|>
<|im_start|>assistant
علاش تؤمر بالحاجات الخايبة<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.برجاء توضيحها لى يعنى حبيب حبيبى يكون حبيبى أكيد
Source: i wish she explain to me is the lover of my love mean my lover for sure
Translation: <|im_end|>
<|im_start|>assistant
يا ريت توضحلي يعني حبيب حبيبي هو حبيبي اكيد<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.تحلم معى الشيماء حامد
Source: would you dream with me? Alshayma' Hamed
Translation: <|im_end|>
",شفت معاك نوم الشيماء حامد
my regards,تحياتى,تحياتى,تحياتى,تحياتي,تحياتي,سلامات,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.تحياتى لك
Source: regards for you what
Translation: <|im_end|>
<|im_start|>assistant
نحييك شنوى<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.جارى تحميل الروابط
Source: download links
Translation: <|im_end|>
<|im_start|>assistant
روابط التحيمل<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.تحياتى
Source: my regards
Translation: <|im_end|>
","
نحييك"
and this field i like it so much specially the characters and How you feel while you are writing,هذا من المجالات المحببه لى  وخاصه  مدى  احساسك  ودقتك عندما  تكتبين الشخصيات .,وإختصاص هذا أنا نحبو خاصةً كي تبدا تكب على الشخصيات والإحساس إلي تحسو,والمجال ده انا بحبه جدا خاصة الشخصيات ومدى احساسك وانتى تكتبى,المجال هاد كتير بحبو خاصة الشخصيات واحساسك وانتي بتكتبي,انا بحب هدا المجال كتير خاصه الشخصيات ومدى الاحساس وانتي تكتبي,والمجال هاد أنا بحبه كتير خاصة الشخصيات ومدى أحساسك وأنتي عم تكتبي,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.وكل ما تحتاجينه للوصول الى الجاذبيه هو صديقاتك البنات
Source: and all what you need to achieve the attractiveness that your girl friends
Translation: <|im_end|>
<|im_start|>assistant
و كل اللي تحتاجوا باش توصل يتضربو فيك لبنات<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.مجهول تحت امرك يا  سيدى .وبالله ما احزنك . دمت بخير وجزاك الله خيرا  .
Source: unknown under your orders o sir o God we will not annoy you , be fine . GOD give you good things
Translation: <|im_end|>
<|im_start|>assistant
مجهول تحت امرك يا سيدي انشاء الله مانكونش قلقتك ربي يخليك و يجزيك خير<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.هذا من المجالات المحببه لى  وخاصه  مدى  احساسك  ودقتك عندما  تكتبين الشخصيات .
Source: and this field i like it so much specially the characters and How you feel while you are writing
Translation: <|im_end|>
","
هذا من المجالات اللي بحبها وخاصة كيفك تشعرين بيكم ومتضايقين لما بتكتبو الشخصيات"
Or a thing but I learned to play on Ood as I can like this,لا شئ و لكنى أتعلم العزف على العود على قدر المستطاع,حتى شئ اما انا قاعد نتعلم العزف على العود على قد ما انجم,ولا حاجة بس أنا بتعلم العزف على العود على قدي كده,ولا اشي بس انا عم بتعلم عالعود يعني على قدي,ما في اشي  بس بتعلم العزف براحتي هيك,ولا شي بس أنا عم أتعلم على العزف على العود على قدي هيك,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.يجب إقناع أى أحد مختلف معك انه مخطىء و انت قولك سليم
Source: you have to persuade any one opposing you that he is wrong and you are right
Translation: <|im_end|>
<|im_start|>assistant
لازم تقنع اي واحد معاك انو غالط و انت الصحيح<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.اهم شئ فى حياتى اننى اعشق حياتى  ولا احاول افكر فيما مضى ولا الذى سوف ياتى فى يوم
Source: The most important thing of my life is that i love my life , and i never one day try to think about what has passes and what i left behind , and what might happen one day
Translation: <|im_end|>
<|im_start|>assistant
اهم حاجة فى حياتى انى نعشق حياتى ولا نهار حاولت نفكر فى اللى فات واللى تعدى واللي ينجم يصير<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.لا شئ و لكنى أتعلم العزف على العود على قدر المستطاع
Source: Or a thing but I learned to play on Ood as I can like this
Translation: <|im_end|>
",لا شئ بس انا تعلمت اعزف على العود بحسب القدرة
Saturday Sunday Monday... different in the names but at the end such as each other,السبت  والاحد والاثنين .... يختلفوا  فى الاسماء  ولكنهم  يتشابهون  تماما .,سبت أحد إثنين ...مختلفين فالإسم اما كيف بعضهم,سبت حد اتنين .. يختلفوا فى الأسماء لكنهم فى الآخر زى بعض ..,سبت واحد واتنين الاسم غير بس كلهم زي بعض,السبت الاحد الاثنين .. بختلفوا في الاسماء بس هم في الاخر زي بعض ..,السبت والأحد والأثنين ... بيختلفو في الأسم بس كلن متل بعض ....,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.عفروته إنشاء الله تكون أجمل خطوبة تمر بها أى فتاة
Source: Afrota, if God wants, it shall be the most beautiful engagement that has passed on any girl
Translation: <|im_end|>
<|im_start|>assistant
عفروتة انشاء الله تكون احلى خطوبة تعدات بيها اي بنية...<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.وكيف ان  يكون  ذاهبه   وفى  نفس  الوقت  تقدم للمحاكمه .
Source: but he is getting judged
Translation: <|im_end|>
<|im_start|>assistant
وكيفاش ماشية ويحاكموه<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.السبت  والاحد والاثنين .... يختلفوا  فى الاسماء  ولكنهم  يتشابهون  تماما .
Source: Saturday Sunday Monday... different in the names but at the end such as each other
Translation: <|im_end|>
","
السبت والاحد والاثنين... مختلفين فالإسماء لكن متشابهين تماما."
"OK, thanks God, we present the thread again, even if it's copied, at least it's beneficial and contains new subject which is nice and everyone can benefit from it ...",حسناً الشكر للرب نتقدم بالموضوع مرة اخرى و كأنه منسوخ على الاقل فيه فائده جديدة و الجميل يحتوى موضوع جديد و الاهم ان الجميع يستفاد منه,باهي و الحمد لله و نعاودوا تقديم الموضوع حتى لو كان مسجل على الاقل حاجة مفيدة و فيها برشا مواضيع جديدة و الكل ينجموا يستفادوا منو,طيب الحمد لله و نعيده الموضوع لو كان منقول بس فيه فائدة حاجة جديدة ده جميل و يهمنا الكل يستفيد منه,"طيب الحمد لله وبنعيد , الموضوع لو كان منقول بس في فائدة جديدة هاد حلو كتير وبهمنا الكل يستفيد",طيب الحمدلله ونعيده الموضوع لو كان منقول بس في اشي جديد ومهم وممكن الكل يستفيد منه,طيب الحمدالله ونعيد الموضوع لو كان منقول بس فيه شي مفيد جديد وهو جميل وبيهمنا الكل يستفيد منو,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.لقد كانت مصر من قبل في حالة حرب مع انجلترا وبلدان أخرى كثيرة، والعديد من الناس بقيت مكتئبة ولكن كان هناك آخرون عملو بجد حقاً وتمكنو من الفوز
Source: Before Egypt was in war with England and many other countries and many people stayed depressed  but there where others who work hard and really they could win
Translation: <|im_end|>
<|im_start|>assistant
قبل كان المصري في حرب مع الأنجليز وبلدان اخرين و فما برشا ناس مانجموا يعملوا شيء وفما عباد كافحت وربحت الحرب<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.و ياتى اليه الجميع من كل مكان للتعلم و به شيوخ افاضل لا يصح ان نقول عليهم ارهابيين او من به ارهابيين
Source: People come to him from every where to learn as it has good sheiks we can't to say its terrorism or the ones in it are terrorists
Translation: <|im_end|>
<|im_start|>assistant
وعلاش الناس تجي من كل بلاصة بش تتعلم على خاطر عندهم شيوخ أفاضل مايجيش نقولوا عليهم ارهابيين<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.حسناً الشكر للرب نتقدم بالموضوع مرة اخرى و كأنه منسوخ على الاقل فيه فائده جديدة و الجميل يحتوى موضوع جديد و الاهم ان الجميع يستفاد منه
Source: OK, thanks God, we present the thread again, even if it's copied, at least it's beneficial and contains new subject which is nice and everyone can benefit from it ...
Translation: <|im_end|>
",حسننا لله، نتقدم الموضوع تاني، حتى لو مكتوب، على الأقل فيه فائدة جديدة و الجيد إن الموضوع جديد و الجميع يستفيد منه
And say that it is I who is convinced of this talk.,انا !! و تقول انى الذى مقتنع بهذا الكلام ؟,انا وتقول انا اللى مقتنع بالكلام هذا,انا وتقول ان انا اللى مقتنع بالكلام دة,انا وبتحكي انو انا الي مقتنع بهاد الحكي,انا وبتقول اني مقتنع بهدا الحكي,أنا وتقول أن أنا اللي مقتنع بالكلام هاد,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.قالوا الأمر بسيط سيكون فى ميدان التحرير فقال ماذا عن السعى ؟؟!
Source: They said ""It's simple, it'll be in the Liberation square.""
Translation: <|im_end|>
<|im_start|>assistant
قالوا بسيطة في ميدان التحرير قالهم باهي و السعي؟؟!!<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.مثل ما هناك شخص قال اذا استيقظنا و وجدنا مارشات عسكريه و الرئيس توفى ما عاذ الله !!
Source: Nobody said if we woke up and find American soldiers and the president dead .
Translation: <|im_end|>
<|im_start|>assistant
علاش ما فما حد قال كان قمنا ولقينا عصابات ورئيس مات لا قدر الله<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.انا !! و تقول انى الذى مقتنع بهذا الكلام ؟
Source: And say that it is I who is convinced of this talk.
Translation: <|im_end|>
","
و تقول انا اللي مقتنع بهذا الكلام!!"
As there is no poor king,وايضا لا يوجد  ملك  فقير .,ما تلقاش ملك زوالي,ماهو مفيش ملك فقير بردو,مهو برضو ما في ملك فقير,مهو كمان مفش ملك فقير,وكمان مافي ملك فقير,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.لا  احد  غيرك  يعرفه .
Source: no one knows it but you
Translation: <|im_end|>
<|im_start|>assistant
حتى حد مايعرف كان إنت<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.و الجميع كان يضحك
Source: and all were laugh
Translation: <|im_end|>
<|im_start|>assistant
وكلهم قاعدين يضحكوا<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.وايضا لا يوجد  ملك  فقير .
Source: As there is no poor king
Translation: <|im_end|>
","
لا ملك فقير موجود"
"and the hearts of the poor, a means to satisfaction...",وقلوب الفقراء أوعية القناعة ..,قلوب الفقراء قنوعة,وقلوب الفقراء أوعية القناعة ..,قلوب الفقراء اوعية القناعة,وقلوب الفقراء اوعيه القناعه ...,وقلوب الفقراء أكتر قناعة,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.والتلاميذ النجباء.
Source: And the clever pupils
Translation: <|im_end|>
<|im_start|>assistant
والتلامذة القراية<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.وعيدك مملوء بالحب والصلح ان شاء الله .
Source: your feast is all love and making peace god willing
Translation: <|im_end|>
<|im_start|>assistant
عيدك الكلو حب وصلح ان شاء الله<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.وقلوب الفقراء أوعية القناعة ..
Source: and the hearts of the poor, a means to satisfaction...
Translation: <|im_end|>
","
قلوب الفقراء عيون القناعة"
although I am supposed to be of the excellent people who are expected to have above ninety,رغم إننى من المفترض من الناس المتفوقين المتقع لهم فوق التسعين,اما المفروض الناس المتفوقة يفوتوا التسعين,رغم إني المفروض من الناس المتفوقة المتوقع لهم ما فوق التسعين,مع اني من المتفوقين الي متوقع الهم فوق التسعين,مع اني من المتفوقين لاوالمتوقع الهم فوق التسعين,رغم أنو المقروض هو من الناس المتفوقة المتوقع الهم يجيبو فوق  التسعين,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.شىء مهم لىّ كمسلم بالرغم من أنى اعرف الشباب هذه الايام يقومون بالمغازلة
Source: An important thing for me as a Muslim although I know that the guys of today flirts
Translation: <|im_end|>
<|im_start|>assistant
حاجة مهمة علا ش انا كمسلم نعرف شباب توا تبزنس<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.الأستاذ حمدى رائع فى ومضاتك وأتمنى لك التوفيق والشكر لصاحب الموقع الأستاذ محمود
Source: Mr Hamdy, you are wonderful in your flashes, and I wish you success and thanks to the owner of the website ""Mr Mahmood""
Translation: <|im_end|>
<|im_start|>assistant
الاستاذ حمدي رائع في ومضاتك و نتمنالك التوفيق و نشكر صاحب الموقع الاستاذ محمود<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.رغم إننى من المفترض من الناس المتفوقين المتقع لهم فوق التسعين
Source: although I am supposed to be of the excellent people who are expected to have above ninety
Translation: <|im_end|>
","
بالرغم من إنني من الناس المعتمد عليهم المتفوقين المتوقع لهم فوق التسعين"
"and when I feel pity, I see the pathos in others",استطيع ان  ارى  الشفقه  فى  اعين الاخرين  وذلك  وقت  ضيقى .,وكي نبدا فاد نشوف لخرين ساخفين علي,وحينما أكون مضفقا أرى الشفقة في الآخرين,لما اكون متدايق بشفق عالناس التانيين,وحينما اكون مضفقا ارى الشفقه في الاخرين,ووقت بكون متضايقة بشوف الشفقة في الناس,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.وللمشاكل الكبرى بسبب أن التوازن والوسطية ضروريان
Source: and to big problems because that, balance and middle-ground are necessary
Translation: <|im_end|>
<|im_start|>assistant
فما برشا مشاكل هذكا علاش يلزم كل واحد يطيح شويا<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.او يعترف بما بداخله لانه يعتبر هذا نقص فى شخصيته او ضعف فى رجولته
Source: or confesss what is inside him, because he considers this a personality insult, or a manhood weakness
Translation: <|im_end|>
<|im_start|>assistant
و لا يسعترف بلي فيه على خاطر نتصور إللي هذا نقص في شخصيته ولا ضعف في رجوليته<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.استطيع ان  ارى  الشفقه  فى  اعين الاخرين  وذلك  وقت  ضيقى .
Source: and when I feel pity, I see the pathos in others
Translation: <|im_end|>
","
أستطيع أن أرى الشفقة في عيون الآخرين، وهذا وقت ضيقى."
offcourse transported subject is deserved meaning has adjectives and properties which is said lately thanks to you my sister emey on care,بالطبع عندما يكون الموضوع المنقول يستحق بمعنى ان يحتوى على الصفات و الخصائص التى قيلت اخيراً ، شكراً لكى أختى الكريمة على الاهتمام,بالطبيعة وقت اللي يكون الموضوع المنقل يستاهل يعني فيه الصفات و الخصائص اللي مازال كيف قلناها توى نشكروك اختي ايمي على الاهتمام,طبعا لما يكون الموضوع المنقول يستاهل يعني فيه الصفات و الخصائص اللي لسه قايلينها من شوية شكرا لك أختي ايمي على الاهتمام,طبعا لما يكون الموضوع المنقول بستاهل يعني في الصفات والخصائص الي لسا حكيناها شكرا لك اختي ايمي على الاهتمام,الموضوع المنقول بستاهل انو ننقله لانو فيه الصفات والخصائص اللي حكيناها قبل شوي وشكرا الك ايمي على اهتمامك,طبعا لما بكون الموضع المنقول بيستاهل يعني في الصفات والأقتراحات  الي لسه شفيها من شوي شكرا ألك اختي ايمي على الأهتمام,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.نصيحه من اخ مخلص عندما كنت فى الجيش كنت اقضى وقتى كله نوم و هكذا كنت اتغلب على قسوه الحياه
Source: An advice from a loyal brother, when I was in the army I used to spend my time sleeping! This way I defeated the harsh life
Translation: <|im_end|>
<|im_start|>assistant
نصيحة من خو مخلص كيف كنت في الجيش كنت نعدي وقتي راقد .. وهكا نجمت نعدي الوقت<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.أما بالنسبة لإجابتك يا هدير فأنتى من المؤكد أنك مخطئة أنا الحمد لله لم أجربه فى حياتى أنتى من المؤكد أنك نسيتى أننى الثالث على الدفعة
Source: For your reply Hadeer. you are sure wrong I -thanks God- haven't tried that before, u forgot that I'm the third among my colleagues
Translation: <|im_end|>
<|im_start|>assistant
أما بالنسبة لردك يا هدير فأنتي أكيد غالطة أنا الحمد لله عمري مجربتو انتي ظاهر فيك نسيت الي انا الثالت في البرومو<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.بالطبع عندما يكون الموضوع المنقول يستحق بمعنى ان يحتوى على الصفات و الخصائص التى قيلت اخيراً ، شكراً لكى أختى الكريمة على الاهتمام
Source: offcourse transported subject is deserved meaning has adjectives and properties which is said lately thanks to you my sister emey on care
Translation: <|im_end|>
",بالطبع الموضوع المنقول يستاهل بذات معنى يحتوي على الصفات والخصائص التي قيلت مؤخرا، شكرا لك يا أختي الكريمة على الاهتمام.
"my beautiful friends, I love you all",اصحابي الحلوين كلكم بحبكم,اصحابي الغاليين الكلكم نحبكم,اصحابي الحلوين كلكم بحبكم,اصحابي الحلوين بحبكم كلكم,اصدقائي يا حلوين الكوا كل المحبه والاحترام,رفقاتي الحوين كلكم بحبكم,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.واليكم الصورة
Source: have the  picture
Translation: <|im_end|>
<|im_start|>assistant
وهاو التصويرة<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.اليكم القصة
Source: Here is the story
Translation: <|im_end|>
<|im_start|>assistant
هاي القصة<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.اصحابي الحلوين كلكم بحبكم
Source: my beautiful friends, I love you all
Translation: <|im_end|>
","
هاك الصداقة، حبيبنا نحن نحبك كلك"
what did we do ??,ماذا فعلنا نحن ؟؟,و احنا شنوى عملنا؟؟,هوا احنا عملنا ايييه ؟؟,هو احنا شو عملنا ؟؟,واحنا شو سوينا ؟,هو نحنا شو عملنا ؟؟؟؟؟,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.لماذا هذا يا استاذه نيفين ؟
Source: why did you do that Mrs Nivien ??
Translation: <|im_end|>
<|im_start|>assistant
علاش هكا يا استاذة نيفين؟<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.ماذا هذا الذى فعلته ؟
Source: What did you do son!
Translation: <|im_end|>
<|im_start|>assistant
شنوا يا ولدي إلي عملتو هذا<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.ماذا فعلنا نحن ؟؟
Source: what did we do ??
Translation: <|im_end|>
","
شنو عملنا نحن ؟؟"
I told him you can understand it the way you like Hanya's son,قلت له افهمها كما تفهمها,قتلو افهمها كيما تفهمها يا ولد هنية,قلت له افهمها زى ما تفهما يا ابن هنيه،,حكتلو افهما زي ما بدك يا ابن هنية,يا ابن هنيه افهمها زي ما بدك,قلتلو أفهما متل ما بدك تفهما يا أبن هنية,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.وها نحن كل منا  تعمل بمفردها .
Source: and we, each one is working something alone
Translation: <|im_end|>
<|im_start|>assistant
واحنا كل واحد يخدم وحدو<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.ولا تفهم هيا غادر من هذا المكان
Source: and to understand otherwise go away
Translation: <|im_end|>
<|im_start|>assistant
يعني ما تفهم كان كيف نطردوك<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.قلت له افهمها كما تفهمها
Source: I told him you can understand it the way you like Hanya's son
Translation: <|im_end|>
","
قلت ليه أنك تستوعبها كيفما تشوف"
"If she could forget, maybe weeks, months and years",هذا اذا استطعت ان تنسى من الممكن اسابيع او شهور و ايضا سنوات,هذا كان نجمت تنسى يمكن تقعد اسابيع ولا شهور ولا عوام وشوف تنسى ولا لا,دة لو قدرت تنسى ممكن اسابيع وممكن شهور وكمان ممكن سنين,هاد لو قدرت تنسى ممكن اسابيع وممكن شهور وكمان سنين,ممكن اسابيع وممكن شهور وممكن سنين كمان هدا لو قدرت تنسى,هاد لو قدرت تنسى ممكن اسابيع وممكن شهور وكمان ممكن سنين,"<|begin_of_text|><|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.هل أستطعت ان تتحمل فراقى و بيننا وعد
Source: and was able to bear my separation and between us a promise
Translation: <|im_end|>
<|im_start|>assistant
ونجمت تستحمل فراقي وبيناتنا وعد<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.فى النهاية أنت تستحق أكثر من هذا بكثير
Source: In the end you deserve more than that a lot
Translation: <|im_end|>
<|im_start|>assistant
و في النهاية انت تستحق اكثر من هكا ببرشا<|im_end|>
<|im_start|>user
Translate the following source text from MSA to TN. Only return the TN translation and nothing else.هذا اذا استطعت ان تنسى من الممكن اسابيع او شهور و ايضا سنوات
Source: If she could forget, maybe weeks, months and years
Translation: <|im_end|>
",هذا إذا استطعت تنسى ممكن اسابيع او شهور و حتى سنين
