eg,en,jo,msa,pa,sy,tn,prompt,response
في حالة اني اتأكدت من تصرفاتها وبعدين اقول لماما,"In the case I am sure of her behavior, I will tell my mother",بس اتاكد من تصرفاتها بحكي لماما,في حالة اني تأكدت من تصرفاتها سأخبر والدتى,بحكيلك لو سمحتي اعطيني ميه بس المدير بقول هاتي ميه,بدي أتأكد ن تصرفاتها وبعدين أقول لماما,في حالة نتاكد من تصرفاتها و مبعد نقول لماما,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.وهذا عندما تكون فى حاله تأكد انك لا تريد هذه الملفات
Source: and this is when you are sure that you don't want these files
Translation: <|im_end|>
<|im_start|>assistant
و هذا وقت اللي تكون متاكد انك ما حشتكش بالملفات هذوما<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.في حالة اني تأكدت من تصرفاتها سأخبر والدتى
Source: In the case I am sure of her behavior, I will tell my mother
Translation: <|im_end|>
","
في الحالة اني متاكد من سلوكها هكذا هكبر امى"
على فكرة انا اتكلمت عن الموضوع ده في مدونتي ..,"by the way, i spoke about this in my blog",على فكرة انا حكيت عن هالموضوع في مدونتي,لقد تحدثت فى هذا الموضوع فى مدونتى,على فكره انا حكيت عن هالموضوع في كتابي,على فكرة أنا حكيت عن الموضوع هاد في كتابياتي,على فكرة انا حكيت على الموضوع هذا في مدونتي,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.مثلاً أنتى لن تعرفى هذا التعبان ولن تهتمى به خلاصة القول الفضفضة
Source: For example you won't know this tired man and won't care! In conclusion, let it out
Translation: <|im_end|>
<|im_start|>assistant
مثال ماكش باش تعرف الراجل التاعب و ما يهمكش فيه في النهاية خليوه<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.لقد تحدثت فى هذا الموضوع فى مدونتى
Source: by the way, i spoke about this in my blog
Translation: <|im_end|>
","
لقد نطقيت فیه داك الموضوع فمدونتي"
رد التاني عليه اللي مضايقني ان الترابزين واطي أوي,the other said: what bothers me is that it is very low,"رد التاني , الي مدايقني انو واطي كتير",رد الثانى عليه الذى يضايقنى أن السور قصير جداً,رد الثاني عليه اللي مذايقني انو الدرابزين خابط عالآخر,رد التاني عليه قلو الي مضايقني أنو الطاولة واطية كتير,جاوبو الثاني اللي مقلقني انو واطي برشا,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.اثنين سكارى جالسين على القهوة فواحد قال للثانى
Source: Two stoned guys were sitting on a cafe , one of them said to the other:
Translation: <|im_end|>
<|im_start|>assistant
مرة زوز مهابل قاعدين في القهوة واحد يقول للاخر<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.رد الثانى عليه الذى يضايقنى أن السور قصير جداً
Source: the other said: what bothers me is that it is very low
Translation: <|im_end|>
","
الآخر يرد: ما يزعجنى هو انه قصير جدا

Note: The translation provided is in Tunisian Arabic (Tn) as requested."
و عليكم السلام و رحمة الله و بركاته أختي شيماء,"and to you peace and mercy and blessings of god,sister shayma",وعليكم السلام ورحمة الله وبركاته اختي شيماء,وعليكم السلام و رحمة الله و بركاته أختي شيماء,وعيكم السلام ورحمة الله وبركاته شيماء,وعليكم السلام ورحمة الله وبركاته أختي شيماء,و عليكم السلام و رحمة الله و بركاته أختي شيماء,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.وأصبح مساعدي المعلمين رؤساء الأقسام ، ووجدت معلم الميكانيا الذي كان معلمي في المدرسة المتوسطة
Source: and the teacher assistants have become department heads, and I found the mechanics teacher that I had in middle school
Translation: <|im_end|>
<|im_start|>assistant
والمعدين ولاو رؤساء اقسام ولقيت استاذ الميكانيك متاع الكولاج<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.وعليكم السلام و رحمة الله و بركاته أختي شيماء
Source: and to you peace and mercy and blessings of god,sister shayma
Translation: <|im_end|>
","
عليكم السلام و رحمة الله و بركاته أختي شيماء"
ياريت نصالح القطر على نفسة ونعيد لية فرحتة وسعادتة بس مش على حساب الناس والغلابة اللى بتحبة,"I hope we make peace with the train, and return his happiness but not on the account of the people and the poor ones who love him",يا ريت نصالح القطار على حالو ونرجعلو فرحتو بس مش على حساب الناس المسكينة اللي بتحبو,اري  انه من اضرورى  الان  مصالحه  القطار على ونفسه . ولكن  لايجب  ان  نتعدى على  حقوق   جموع  الشعب من  محبيه .,يا ريت نصلح القطار  بس مش على حساب الفقرا الي بستخدموه,ياريت نصالح البلد على حالو ونرجع نعيد الو فرحتو وسعادته بس مو على حساب الناس الفقيرة الي بتحبو,نتمناو نصلحوا القطر على روحو و نرجعولو فرحتو و سعادتو اما موش على حساب الناس الزواولة اللي تحبو,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.اوصى بحسن المعامله و هذا الاصل من الممكن ان تكونى عرفتى عن جماعات مجنونه
Source: they couraged us for good treatement. ""You might have heard about stingy people
Translation: <|im_end|>
<|im_start|>assistant
يلزم حسن المعاملة وهذا الأصل على خاطر سمعتي تنجم تجي عند عباد ماترحمش<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.اري  انه من اضرورى  الان  مصالحه  القطار على ونفسه . ولكن  لايجب  ان  نتعدى على  حقوق   جموع  الشعب من  محبيه .
Source: I hope we make peace with the train, and return his happiness but not on the account of the people and the poor ones who love him
Translation: <|im_end|>
",أري انه من الضروري الان مصالح القطار على نفسه. ولكن لايجب ان نتعدى على حقوق جموع الشعب من محبيه.
النوابغ اللى هيطورا دنيتنا,The geniuses who will develop our world.,العباقرة رح يطورو الدنيا,النوابغ من  سيطور  دنيانا .,النوابغ اللي بدهم يطوروا عالمنا,النوابغ الي رح يطورو دنيتنا,النوابغ اللي باش يطورولنا دنيتنا,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.اشعر بالدفأ والطمأنينه .
Source: I'll be warm and calm
Translation: <|im_end|>
<|im_start|>assistant
الركشة ودفا<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.النوابغ من  سيطور  دنيانا .
Source: The geniuses who will develop our world.
Translation: <|im_end|>
","://
النوابغ من سيطورون عالمنا."
يا حلاوة يا اولاد ..,oh sweet boys,يا حلاوة يا ولاد,يالا  الروعه .,يا الله يا اولاد..,يا سلام يا ولاد,ملا عسل يا لولاد,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.إرحمنا يا الله
Source: oh Allah, mercy us
Translation: <|im_end|>
<|im_start|>assistant
ارحمنا يا ربي<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.يالا  الروعه .
Source: oh sweet boys
Translation: <|im_end|>
","
يالا الصغار"
ألف ألف ألف شكر بجد ..,a thousand thanks seriously,جد الف الف الف شكرا,صدقاً شكراً جزيلاً ..,شكرا شكراااا عن جد,ألف أألف ألف شكراً عنجد .....,ألف ألف ألف شكر بالحق ..,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.لالالالالالا   أقصد ان نذاكر جمعياً .
Source: nonononononononononononon, I meant in order for all of us to study
Translation: <|im_end|>
<|im_start|>assistant
لالالالالالالالالالالالالالالالالالالالالا قصدى باش نراجعوا الكلنا<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.صدقاً شكراً جزيلاً ..
Source: a thousand thanks seriously
Translation: <|im_end|>
","
شكرا جزيل"
تحلم معايا الشيماء حامد,would you dream with me? Alshayma' Hamed,تحلم معي الشيماء حامد,تحلم معى الشيماء حامد,شيماء حامد تحلم معايا,بتحلم معي الشيماء حامد,نحلم بشيماء حامد معايا,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.لماذا تحكمى باسوء
Source: When you order me in bad things
Translation: <|im_end|>
<|im_start|>assistant
علاش تؤمر بالحاجات الخايبة<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.تحلم معى الشيماء حامد
Source: would you dream with me? Alshayma' Hamed
Translation: <|im_end|>
","
علاش تكن عهد معى الشيماء حامد"
تحياتى,my regards,تحياتي,تحياتى,تحياتي,سلامات,تحياتى,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.تحياتى لك
Source: regards for you what
Translation: <|im_end|>
<|im_start|>assistant
نحييك شنوى<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.تحياتى
Source: my regards
Translation: <|im_end|>
","
نحياي"
والمجال ده انا بحبه جدا خاصة الشخصيات ومدى احساسك وانتى تكتبى,and this field i like it so much specially the characters and How you feel while you are writing,المجال هاد كتير بحبو خاصة الشخصيات واحساسك وانتي بتكتبي,هذا من المجالات المحببه لى  وخاصه  مدى  احساسك  ودقتك عندما  تكتبين الشخصيات .,انا بحب هدا المجال كتير خاصه الشخصيات ومدى الاحساس وانتي تكتبي,والمجال هاد أنا بحبه كتير خاصة الشخصيات ومدى أحساسك وأنتي عم تكتبي,وإختصاص هذا أنا نحبو خاصةً كي تبدا تكب على الشخصيات والإحساس إلي تحسو,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.وكل ما تحتاجينه للوصول الى الجاذبيه هو صديقاتك البنات
Source: and all what you need to achieve the attractiveness that your girl friends
Translation: <|im_end|>
<|im_start|>assistant
و كل اللي تحتاجوا باش توصل يتضربو فيك لبنات<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.هذا من المجالات المحببه لى  وخاصه  مدى  احساسك  ودقتك عندما  تكتبين الشخصيات .
Source: and this field i like it so much specially the characters and How you feel while you are writing
Translation: <|im_end|>
","
هذا من المجالات اللي بحبها بزاف وخاصة كيف تشعرين بيكم ومتضايقين في كتابة الشخصيات."
ولا حاجة بس أنا بتعلم العزف على العود على قدي كده,Or a thing but I learned to play on Ood as I can like this,ولا اشي بس انا عم بتعلم عالعود يعني على قدي,لا شئ و لكنى أتعلم العزف على العود على قدر المستطاع,ما في اشي  بس بتعلم العزف براحتي هيك,ولا شي بس أنا عم أتعلم على العزف على العود على قدي هيك,حتى شئ اما انا قاعد نتعلم العزف على العود على قد ما انجم,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.يجب إقناع أى أحد مختلف معك انه مخطىء و انت قولك سليم
Source: you have to persuade any one opposing you that he is wrong and you are right
Translation: <|im_end|>
<|im_start|>assistant
لازم تقنع اي واحد معاك انو غالط و انت الصحيح<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.لا شئ و لكنى أتعلم العزف على العود على قدر المستطاع
Source: Or a thing but I learned to play on Ood as I can like this
Translation: <|im_end|>
","
لا شي و لكن انا عارف اللعب على العود بحسب القدرة"
سبت حد اتنين .. يختلفوا فى الأسماء لكنهم فى الآخر زى بعض ..,Saturday Sunday Monday... different in the names but at the end such as each other,سبت واحد واتنين الاسم غير بس كلهم زي بعض,السبت  والاحد والاثنين .... يختلفوا  فى الاسماء  ولكنهم  يتشابهون  تماما .,السبت الاحد الاثنين .. بختلفوا في الاسماء بس هم في الاخر زي بعض ..,السبت والأحد والأثنين ... بيختلفو في الأسم بس كلن متل بعض ....,سبت أحد إثنين ...مختلفين فالإسم اما كيف بعضهم,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.عفروته إنشاء الله تكون أجمل خطوبة تمر بها أى فتاة
Source: Afrota, if God wants, it shall be the most beautiful engagement that has passed on any girl
Translation: <|im_end|>
<|im_start|>assistant
عفروتة انشاء الله تكون احلى خطوبة تعدات بيها اي بنية...<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.السبت  والاحد والاثنين .... يختلفوا  فى الاسماء  ولكنهم  يتشابهون  تماما .
Source: Saturday Sunday Monday... different in the names but at the end such as each other
Translation: <|im_end|>
","
السبت و الاحد و الاثنين... يختلفوا فى الاسماء ولكنهم يتشابهون تماما."
طيب الحمد لله و نعيده الموضوع لو كان منقول بس فيه فائدة حاجة جديدة ده جميل و يهمنا الكل يستفيد منه,"OK, thanks God, we present the thread again, even if it's copied, at least it's beneficial and contains new subject which is nice and everyone can benefit from it ...","طيب الحمد لله وبنعيد , الموضوع لو كان منقول بس في فائدة جديدة هاد حلو كتير وبهمنا الكل يستفيد",حسناً الشكر للرب نتقدم بالموضوع مرة اخرى و كأنه منسوخ على الاقل فيه فائده جديدة و الجميل يحتوى موضوع جديد و الاهم ان الجميع يستفاد منه,طيب الحمدلله ونعيده الموضوع لو كان منقول بس في اشي جديد ومهم وممكن الكل يستفيد منه,طيب الحمدالله ونعيد الموضوع لو كان منقول بس فيه شي مفيد جديد وهو جميل وبيهمنا الكل يستفيد منو,باهي و الحمد لله و نعاودوا تقديم الموضوع حتى لو كان مسجل على الاقل حاجة مفيدة و فيها برشا مواضيع جديدة و الكل ينجموا يستفادوا منو,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.لقد كانت مصر من قبل في حالة حرب مع انجلترا وبلدان أخرى كثيرة، والعديد من الناس بقيت مكتئبة ولكن كان هناك آخرون عملو بجد حقاً وتمكنو من الفوز
Source: Before Egypt was in war with England and many other countries and many people stayed depressed  but there where others who work hard and really they could win
Translation: <|im_end|>
<|im_start|>assistant
قبل كان المصري في حرب مع الأنجليز وبلدان اخرين و فما برشا ناس مانجموا يعملوا شيء وفما عباد كافحت وربحت الحرب<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.حسناً الشكر للرب نتقدم بالموضوع مرة اخرى و كأنه منسوخ على الاقل فيه فائده جديدة و الجميل يحتوى موضوع جديد و الاهم ان الجميع يستفاد منه
Source: OK, thanks God, we present the thread again, even if it's copied, at least it's beneficial and contains new subject which is nice and everyone can benefit from it ...
Translation: <|im_end|>
",حسنًا شكر الله نتقدم بالموضوع مره تانى، وكأنه منسوخ على الأقل فيه فائده جديده و الجوايز يحتوى موضوع جديد و الأهم ان الجميع يستفاد منه
انا وتقول ان انا اللى مقتنع بالكلام دة,And say that it is I who is convinced of this talk.,انا وبتحكي انو انا الي مقتنع بهاد الحكي,انا !! و تقول انى الذى مقتنع بهذا الكلام ؟,انا وبتقول اني مقتنع بهدا الحكي,أنا وتقول أن أنا اللي مقتنع بالكلام هاد,انا وتقول انا اللى مقتنع بالكلام هذا,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.قالوا الأمر بسيط سيكون فى ميدان التحرير فقال ماذا عن السعى ؟؟!
Source: They said ""It's simple, it'll be in the Liberation square.""
Translation: <|im_end|>
<|im_start|>assistant
قالوا بسيطة في ميدان التحرير قالهم باهي و السعي؟؟!!<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.انا !! و تقول انى الذى مقتنع بهذا الكلام ؟
Source: And say that it is I who is convinced of this talk.
Translation: <|im_end|>
","
و تقول انى الذى مقتنع بهذا الكلام؟"
ماهو مفيش ملك فقير بردو,As there is no poor king,مهو برضو ما في ملك فقير,وايضا لا يوجد  ملك  فقير .,مهو كمان مفش ملك فقير,وكمان مافي ملك فقير,ما تلقاش ملك زوالي,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.لا  احد  غيرك  يعرفه .
Source: no one knows it but you
Translation: <|im_end|>
<|im_start|>assistant
حتى حد مايعرف كان إنت<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.وايضا لا يوجد  ملك  فقير .
Source: As there is no poor king
Translation: <|im_end|>
","
والمالك ملك فقير
Translation:  وملك ملك فقير"
وقلوب الفقراء أوعية القناعة ..,"and the hearts of the poor, a means to satisfaction...",قلوب الفقراء اوعية القناعة,وقلوب الفقراء أوعية القناعة ..,وقلوب الفقراء اوعيه القناعه ...,وقلوب الفقراء أكتر قناعة,قلوب الفقراء قنوعة,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.والتلاميذ النجباء.
Source: And the clever pupils
Translation: <|im_end|>
<|im_start|>assistant
والتلامذة القراية<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.وقلوب الفقراء أوعية القناعة ..
Source: and the hearts of the poor, a means to satisfaction...
Translation: <|im_end|>
","
وقلوب الفقراء عيون القناعة..."
رغم إني المفروض من الناس المتفوقة المتوقع لهم ما فوق التسعين,although I am supposed to be of the excellent people who are expected to have above ninety,مع اني من المتفوقين الي متوقع الهم فوق التسعين,رغم إننى من المفترض من الناس المتفوقين المتقع لهم فوق التسعين,مع اني من المتفوقين لاوالمتوقع الهم فوق التسعين,رغم أنو المقروض هو من الناس المتفوقة المتوقع الهم يجيبو فوق  التسعين,اما المفروض الناس المتفوقة يفوتوا التسعين,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.شىء مهم لىّ كمسلم بالرغم من أنى اعرف الشباب هذه الايام يقومون بالمغازلة
Source: An important thing for me as a Muslim although I know that the guys of today flirts
Translation: <|im_end|>
<|im_start|>assistant
حاجة مهمة علا ش انا كمسلم نعرف شباب توا تبزنس<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.رغم إننى من المفترض من الناس المتفوقين المتقع لهم فوق التسعين
Source: although I am supposed to be of the excellent people who are expected to have above ninety
Translation: <|im_end|>
","
بالرغم من إننى من المفترض من الناس المتفوقين المتقع لهم فوق التسعين
Translation: بالرغم من إننى من الناس المتفوقين المتقع لهم فوق التسعين"
وحينما أكون مضفقا أرى الشفقة في الآخرين,"and when I feel pity, I see the pathos in others",لما اكون متدايق بشفق عالناس التانيين,استطيع ان  ارى  الشفقه  فى  اعين الاخرين  وذلك  وقت  ضيقى .,وحينما اكون مضفقا ارى الشفقه في الاخرين,ووقت بكون متضايقة بشوف الشفقة في الناس,وكي نبدا فاد نشوف لخرين ساخفين علي,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.وللمشاكل الكبرى بسبب أن التوازن والوسطية ضروريان
Source: and to big problems because that, balance and middle-ground are necessary
Translation: <|im_end|>
<|im_start|>assistant
فما برشا مشاكل هذكا علاش يلزم كل واحد يطيح شويا<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.استطيع ان  ارى  الشفقه  فى  اعين الاخرين  وذلك  وقت  ضيقى .
Source: and when I feel pity, I see the pathos in others
Translation: <|im_end|>
","
أستطيع أن أرى الشفقة في عيون الآخرين، وذلك وقت ضيقى."
طبعا لما يكون الموضوع المنقول يستاهل يعني فيه الصفات و الخصائص اللي لسه قايلينها من شوية شكرا لك أختي ايمي على الاهتمام,offcourse transported subject is deserved meaning has adjectives and properties which is said lately thanks to you my sister emey on care,طبعا لما يكون الموضوع المنقول بستاهل يعني في الصفات والخصائص الي لسا حكيناها شكرا لك اختي ايمي على الاهتمام,بالطبع عندما يكون الموضوع المنقول يستحق بمعنى ان يحتوى على الصفات و الخصائص التى قيلت اخيراً ، شكراً لكى أختى الكريمة على الاهتمام,الموضوع المنقول بستاهل انو ننقله لانو فيه الصفات والخصائص اللي حكيناها قبل شوي وشكرا الك ايمي على اهتمامك,طبعا لما بكون الموضع المنقول بيستاهل يعني في الصفات والأقتراحات  الي لسه شفيها من شوي شكرا ألك اختي ايمي على الأهتمام,بالطبيعة وقت اللي يكون الموضوع المنقل يستاهل يعني فيه الصفات و الخصائص اللي مازال كيف قلناها توى نشكروك اختي ايمي على الاهتمام,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.نصيحه من اخ مخلص عندما كنت فى الجيش كنت اقضى وقتى كله نوم و هكذا كنت اتغلب على قسوه الحياه
Source: An advice from a loyal brother, when I was in the army I used to spend my time sleeping! This way I defeated the harsh life
Translation: <|im_end|>
<|im_start|>assistant
نصيحة من خو مخلص كيف كنت في الجيش كنت نعدي وقتي راقد .. وهكا نجمت نعدي الوقت<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.بالطبع عندما يكون الموضوع المنقول يستحق بمعنى ان يحتوى على الصفات و الخصائص التى قيلت اخيراً ، شكراً لكى أختى الكريمة على الاهتمام
Source: offcourse transported subject is deserved meaning has adjectives and properties which is said lately thanks to you my sister emey on care
Translation: <|im_end|>
",بالطبع الموضوع المنقول يستحق إذا كان يحتوي على الصفات والخصائص التي قيلت مؤخرًا، شكرا لك يا أختي الكريمة على الاهتمام.
اصحابي الحلوين كلكم بحبكم,"my beautiful friends, I love you all",اصحابي الحلوين بحبكم كلكم,اصحابي الحلوين كلكم بحبكم,اصدقائي يا حلوين الكوا كل المحبه والاحترام,رفقاتي الحوين كلكم بحبكم,اصحابي الغاليين الكلكم نحبكم,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.واليكم الصورة
Source: have the  picture
Translation: <|im_end|>
<|im_start|>assistant
وهاو التصويرة<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.اصحابي الحلوين كلكم بحبكم
Source: my beautiful friends, I love you all
Translation: <|im_end|>
","
صديقاي الحلوين، بحبكم كلكم"
هوا احنا عملنا ايييه ؟؟,what did we do ??,هو احنا شو عملنا ؟؟,ماذا فعلنا نحن ؟؟,واحنا شو سوينا ؟,هو نحنا شو عملنا ؟؟؟؟؟,و احنا شنوى عملنا؟؟,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.لماذا هذا يا استاذه نيفين ؟
Source: why did you do that Mrs Nivien ??
Translation: <|im_end|>
<|im_start|>assistant
علاش هكا يا استاذة نيفين؟<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.ماذا فعلنا نحن ؟؟
Source: what did we do ??
Translation: <|im_end|>
","
ماذا فعلنا نحن؟"
قلت له افهمها زى ما تفهما يا ابن هنيه،,I told him you can understand it the way you like Hanya's son,حكتلو افهما زي ما بدك يا ابن هنية,قلت له افهمها كما تفهمها,يا ابن هنيه افهمها زي ما بدك,قلتلو أفهما متل ما بدك تفهما يا أبن هنية,قتلو افهمها كيما تفهمها يا ولد هنية,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.وها نحن كل منا  تعمل بمفردها .
Source: and we, each one is working something alone
Translation: <|im_end|>
<|im_start|>assistant
واحنا كل واحد يخدم وحدو<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.قلت له افهمها كما تفهمها
Source: I told him you can understand it the way you like Hanya's son
Translation: <|im_end|>
","
قلت له تعرفها كيف تشофها بن هاني"
دة لو قدرت تنسى ممكن اسابيع وممكن شهور وكمان ممكن سنين,"If she could forget, maybe weeks, months and years",هاد لو قدرت تنسى ممكن اسابيع وممكن شهور وكمان سنين,هذا اذا استطعت ان تنسى من الممكن اسابيع او شهور و ايضا سنوات,ممكن اسابيع وممكن شهور وممكن سنين كمان هدا لو قدرت تنسى,هاد لو قدرت تنسى ممكن اسابيع وممكن شهور وكمان ممكن سنين,هذا كان نجمت تنسى يمكن تقعد اسابيع ولا شهور ولا عوام وشوف تنسى ولا لا,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.هل أستطعت ان تتحمل فراقى و بيننا وعد
Source: and was able to bear my separation and between us a promise
Translation: <|im_end|>
<|im_start|>assistant
ونجمت تستحمل فراقي وبيناتنا وعد<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.هذا اذا استطعت ان تنسى من الممكن اسابيع او شهور و ايضا سنوات
Source: If she could forget, maybe weeks, months and years
Translation: <|im_end|>
","
إذا قدرت تنسى، ممكن أسابيع، أشهر، و سنوات كمان"
على كل حال صدقيني انا بحب الحيوانات كتير اوي اوي,"anyway, believe me, I love animals a lot",على كل حال صدقيني انا بحب الحيوانات كتير كتير,على كل حال  صدقينى انا احب الحيوانات كثيرا جداا جداا,على كل حال صدقيني انا كتير بحب الحيوانات,على كل حال صدقيني أنا بحب الحيوانات كتير كتير كتير,على كل حال صدقيني انا نحب الحيوانات برشا,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.حقيقى و الله يا استاذنا موضوع الزكاه ده موضوع مهم جداا
Source: our professor, I swear that you are really correct, the subject of ""Zakah"" is very important subject
Translation: <|im_end|>
<|im_start|>assistant
بالحق موضوع الزكاة موضوع طيارة<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.على كل حال  صدقينى انا احب الحيوانات كثيرا جداا جداا
Source: anyway, believe me, I love animals a lot
Translation: <|im_end|>
","
بالنهاية صدقينى انا بحب الحيوانات كتير كتير"
بس في الحاله دي وهي القياده حيكون الحمل كبير اوي,"but in this case, it'll be a burden to be a leader",بس في حالة القيادة هاي رح يكون الحمل كبير كثير,و لكن فى هذه الحاله و هى القياده سيكون الحمل كبير جداا,بس في هاي الحاله حالة القياده رح يكون الحمل كبير كثير,بس في الحالة هي وفي القيادة رح يكون الحمل كبير كتير,اما في الحالة هاذي شكون أدمين لحكاية صعيبة عليه برشا,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.حقيقى و الله يا استاذنا موضوع الزكاه ده موضوع مهم جداا
Source: our professor, I swear that you are really correct, the subject of ""Zakah"" is very important subject
Translation: <|im_end|>
<|im_start|>assistant
بالحق موضوع الزكاة موضوع طيارة<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.و لكن فى هذه الحاله و هى القياده سيكون الحمل كبير جداا
Source: but in this case, it'll be a burden to be a leader
Translation: <|im_end|>
","
لكن ف Stevenson, هذا السؤال هو مشكلة كبيرة
Source: But in this case, it's a big problem"
وياريت ياوالدى لو كانت بنت الحاج فلان,And Otnmny to be the daughter of Mr.flan.,ويا ريت لو انها بنت الحج فلان,و ليت يا والدى اذا كانت ابنة الحاج,ويا ريت يابا لو هي بنت الحج فلان,وياريت يا بابا لو كنت بنت الحج فلان,و شخص يا ولدي كان جيت ولد سي فلان,"<|begin_of_text|><|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.كنت لا أريد أن ينتهى البرنامج
Source: I did not want the program to finish
Translation: <|im_end|>
<|im_start|>assistant
ما حبيتش البرنامج يوفى<|im_end|>
<|im_start|>user
Translate the following source text from Msa to Tn. Only return the Tn translation and nothing else.و ليت يا والدى اذا كانت ابنة الحاج
Source: And Otnmny to be the daughter of Mr.flan.
Translation: <|im_end|>
","
و ليت يا والدي إذا كانت ابنة الحاج"
